,0
feature41542,5.0
feature41543,10.0
feature41544,6.0
feature41545,77.0
feature41546,5.0
feature41547,2.0
feature41548,6.0
feature41549,2.0
feature41550,5.0
feature41551,6.0
feature41552,49.0
feature41553,21.0
feature41554,3.0
feature41555,207.0
feature41556,22.0
feature41557,328.0
feature41558,56.0
feature41559,65.0
feature41560,3.0
feature41561,4.0
feature41562,2.0
feature41563,45.0
feature41564,8.0
feature41565,3.0
feature41566,11.0
feature41567,5.0
feature41568,3.0
feature41569,6.0
feature41570,3.0
feature41571,4.0
feature41572,8.0
feature41573,4.0
feature41574,8.0
feature41575,6.0
feature41576,2.0
feature41577,3.0
feature41578,4.0
feature41579,16.0
feature41580,10.0
feature41581,33.0
feature41582,68.0
feature41583,3.0
feature41584,2.0
feature41585,3.0
feature41586,5.0
feature41587,7.0
feature41588,5.0
feature41589,2.0
feature41590,7.0
feature41591,4.0
feature41592,5.0
feature41593,52.0
feature41594,105.0
feature41595,6.0
feature41596,37.0
feature41597,417.0
feature41598,143.0
feature41599,2.0
feature41600,11.0
feature41601,2.0
feature41602,22.0
feature41603,2.0
feature41604,7.0
feature41605,76.0
feature41606,4.0
feature41607,14.0
feature41608,10.0
feature41609,2.0
feature41610,5.0
feature41611,5.0
feature41612,1110.0
feature41613,10.0
feature41614,5.0
feature41615,6.0
feature41616,8.0
feature41617,7.0
feature41618,341.0
feature41619,1961.0
feature41620,14.0
feature41621,18.0
feature41622,6.0
feature41623,12.0
feature41624,57.0
feature41625,3.0
feature41626,53.0
feature41627,5.0
feature41628,4.0
feature41629,24.0
feature41630,19.0
feature41631,105.0
feature41632,7.0
feature41633,3.0
feature41634,5.0
feature41635,5.0
feature41636,4.0
feature41637,3.0
feature41638,37.0
feature41639,228.0
feature41640,5.0
feature41641,16.0
feature41642,3.0
feature41643,68.0
feature41644,4.0
feature41645,2.0
feature41646,62.0
feature41647,8.0
feature41648,2.0
feature41649,45.0
feature41650,13.0
feature41651,4.0
feature41652,3.0
feature41653,5.0
feature41654,2.0
feature41655,5.0
feature41656,7.0
feature41657,3.0
feature41658,32.0
feature41659,7.0
feature41660,10.0
feature41661,5.0
feature41662,2.0
feature41663,4.0
feature41664,12.0
feature41665,3.0
feature41666,3.0
feature41667,7.0
feature41668,231.0
feature41669,15.0
feature41670,5.0
feature41671,444.0
feature41672,15.0
feature41673,8.0
feature41674,2.0
feature41675,7.0
feature41676,10.0
feature41677,8.0
feature41678,112.0
feature41679,2.0
feature41680,7.0
feature41681,6.0
feature41682,12.0
feature41683,49.0
feature41684,5.0
feature41685,6.0
feature41686,2.0
feature41687,7.0
feature41688,6.0
feature41689,121.0
feature41690,2.0
feature41691,26.0
feature41692,4.0
feature41693,4.0
feature41694,12.0
feature41695,4.0
feature41696,3.0
feature41697,5.0
feature41698,8.0
feature41699,2.0
feature41700,7.0
feature41701,4.0
feature41702,12.0
feature41703,4.0
feature41704,7.0
feature41705,7.0
feature41706,3.0
feature41707,8.0
feature41708,34.0
feature41709,20.0
feature41710,28.0
feature41711,2.0
feature41712,12.0
feature41713,5.0
feature41714,13.0
feature41715,3.0
feature41716,12.0
feature41717,6.0
feature41718,20.0
feature41719,63.0
feature41720,80.0
feature41721,5.0
feature41722,3.0
feature41723,2.0
feature41724,27.0
feature41725,3.0
feature41726,2.0
feature41727,4.0
feature41728,11.0
feature41729,9.0
feature41730,3.0
feature41731,7.0
feature41732,2.0
feature41733,27.0
feature41734,3.0
feature41735,6.0
feature41736,5.0
feature41737,4495.0
feature41738,6.0
feature41739,3.0
feature41740,5.0
feature41741,33.0
feature41742,3.0
feature41743,38.0
feature41744,11.0
feature41745,4.0
feature41746,3.0
feature41747,25.0
feature41748,17.0
feature41749,14.0
feature41750,18.0
feature41751,135.0
feature41752,2.0
feature41753,4.0
feature41754,2.0
feature41755,2.0
feature41756,78.0
feature41757,67.0
feature41758,2.0
feature41759,2890.0
feature41760,3.0
feature41761,4.0
feature41762,303.0
feature41763,6.0
feature41764,3.0
feature41765,38.0
feature41766,2.0
feature41767,2.0
feature41768,2.0
feature41769,3.0
feature41770,109.0
feature41771,2.0
feature41772,16.0
feature41773,3.0
feature41774,17.0
feature41775,38.0
feature41776,114.0
feature41777,2.0
feature41778,3.0
feature41779,6.0
feature41780,39.0
feature41781,4.0
feature41782,8.0
feature41783,3.0
feature41784,971.0
feature41785,20.0
feature41786,15.0
feature41787,3.0
feature41788,3.0
feature41789,2.0
feature41790,8.0
feature41791,301.0
feature41792,2.0
feature41793,5.0
feature41794,2.0
feature41795,2.0
feature41796,360.0
feature41797,5.0
feature41798,12.0
feature41799,28.0
feature41800,3.0
feature41801,3.0
feature41802,7.0
feature41803,6.0
feature41804,15.0
feature41805,24.0
feature41806,21526.0
feature41807,25.0
feature41808,34.0
feature41809,12.0
feature41810,27.0
feature41811,19.0
feature41812,3.0
feature41813,3.0
feature41814,3.0
feature41815,147.0
feature41816,18.0
feature41817,3.0
feature41818,21.0
feature41819,29.0
feature41820,12.0
feature41821,3.0
feature41822,9.0
feature41823,3.0
feature41824,2187.0
feature41825,2.0
feature41826,4.0
feature41827,5.0
feature41828,10.0
feature41829,8.0
feature41830,24.0
feature41831,2.0
feature41832,8.0
feature41833,7.0
feature41834,48.0
feature41835,4.0
feature41836,2.0
feature41837,2.0
feature41838,22.0
feature41839,18.0
feature41840,5.0
feature41841,5.0
feature41842,8.0
feature41843,3.0
feature41844,62.0
feature41845,3.0
feature41846,60.0
feature41847,3.0
feature41848,4.0
feature41849,118.0
feature41850,14.0
feature41851,17.0
feature41852,933.0
feature41853,37.0
feature41854,3.0
feature41855,126.0
feature41856,3.0
feature41857,5.0
feature41858,3.0
feature41859,3.0
feature41860,54.0
feature41861,7.0
feature41862,2.0
feature41863,3.0
feature41864,42.0
feature41865,4.0
feature41866,3.0
feature41867,3.0
feature41868,2.0
feature41869,88.0
feature41870,14.0
feature41871,4.0
feature41872,23.0
feature41873,2073.0
feature41874,9.0
feature41875,17.0
feature41876,56.0
feature41877,3.0
feature41878,17.0
feature41879,252.0
feature41880,3.0
feature41881,3.0
feature41882,4.0
feature41883,2.0
feature41884,2653.0
feature41885,2.0
feature41886,2617.0
feature41887,65.0
feature41888,2698.0
feature41889,4.0
feature41890,3.0
feature41891,2.0
feature41892,3.0
feature41893,2.0
feature41894,43.0
feature41895,2.0
feature41896,2.0
feature41897,4.0
feature41898,4.0
feature41899,3.0
feature41900,5.0
feature41901,106.0
feature41902,10.0
feature41903,3.0
feature41904,156.0
feature41905,6.0
feature41906,4.0
feature41907,10.0
feature41908,2.0
feature41909,45.0
feature41910,2.0
feature41911,38.0
feature41912,454.0
feature41913,13.0
feature41914,7.0
feature41915,20.0
feature41916,2.0
feature41917,3.0
feature41918,4.0
feature41919,6.0
feature41920,2.0
feature41921,2.0
feature41922,2.0
feature41923,8.0
feature41924,38.0
feature41925,9.0
feature41926,9.0
feature41927,4.0
feature41928,38.0
feature41929,2.0
feature41930,44.0
feature41931,5.0
feature41932,11.0
feature41933,4.0
feature41934,128.0
feature41935,48.0
feature41936,5.0
feature41937,3.0
feature41938,5.0
feature41939,57.0
feature41940,2.0
feature41941,16.0
feature41942,39.0
feature41943,2.0
feature41944,7.0
feature41945,14.0
feature41946,2.0
feature41947,17.0
feature41948,3.0
feature41949,121.0
feature41950,3.0
feature41951,4.0
feature41952,43.0
feature41953,85.0
feature41954,2.0
feature41955,67.0
feature41956,5.0
feature41957,25.0
feature41958,10.0
feature41959,21.0
feature41960,3.0
feature41961,6.0
feature41962,70.0
feature41963,5.0
feature41964,115.0
feature41965,15.0
feature41966,120.0
feature41967,263.0
feature41968,10.0
feature41969,913.0
feature41970,2.0
feature41971,26.0
feature41972,4.0
feature41973,24.0
feature41974,10.0
feature41975,21.0
feature41976,2.0
feature41977,1043.0
feature41978,3.0
feature41979,27.0
feature41980,5.0
feature41981,6.0
feature41982,10.0
feature41983,7.0
feature41984,938.0
feature41985,519.0
feature41986,21.0
feature41987,10.0
feature41988,2.0
feature41989,16.0
feature41990,5.0
feature41991,12.0
feature41992,5.0
feature41993,4.0
feature41994,10.0
feature41995,4.0
feature41996,45.0
feature41997,4.0
feature41998,6.0
feature41999,2.0
feature42000,7.0
feature42001,3.0
feature42002,74.0
feature42003,2.0
feature42004,3.0
feature42005,4.0
feature42006,3.0
feature42007,6.0
feature42008,5.0
feature42009,3.0
feature42010,14.0
feature42011,3.0
feature42012,13.0
feature42013,2.0
feature42014,4.0
feature42015,83.0
feature42016,101.0
feature42017,6.0
feature42018,7.0
feature42019,14.0
feature42020,4.0
feature42021,10.0
feature42022,3.0
feature42023,2.0
feature42024,16.0
feature42025,2.0
feature42026,77.0
feature42027,4.0
feature42028,8.0
feature42029,2.0
feature42030,4.0
feature42031,6.0
feature42032,7.0
feature42033,16.0
feature42034,2.0
feature42035,4.0
feature42036,3.0
feature42037,2.0
feature42038,4.0
feature42039,26.0
feature42040,5.0
feature42041,20.0
feature42042,2.0
feature42043,26.0
feature42044,11.0
feature42045,3.0
feature42046,2.0
feature42047,2.0
feature42048,2.0
feature42049,7.0
feature42050,4.0
feature42051,3.0
feature42052,84.0
feature42053,352.0
feature42054,10.0
feature42055,5167.0
feature42056,90.0
feature42057,51.0
feature42058,2.0
feature42059,12.0
feature42060,47.0
feature42061,3.0
feature42062,6.0
feature42063,14.0
feature42064,21.0
feature42065,14.0
feature42066,5.0
feature42067,17.0
feature42068,3.0
feature42069,6.0
feature42070,10.0
feature42071,3.0
feature42072,45.0
feature42073,3.0
feature42074,5.0
feature42075,8.0
feature42076,61.0
feature42077,38.0
feature42078,12.0
feature42079,6.0
feature42080,5.0
feature42081,2923.0
feature42082,93.0
feature42083,26.0
feature42084,10.0
feature42085,113.0
feature42086,47.0
feature42087,28.0
feature42088,908.0
feature42089,2.0
feature42090,4.0
feature42091,4.0
feature42092,15.0
feature42093,3.0
feature42094,3.0
feature42095,3.0
feature42096,13.0
feature42097,5233.0
feature42098,4.0
feature42099,7.0
feature42100,14.0
feature42101,12.0
feature42102,2.0
feature42103,23.0
feature42104,17.0
feature42105,3.0
feature42106,2.0
feature42107,4.0
feature42108,139.0
feature42109,4.0
feature42110,4.0
feature42111,10.0
feature42112,4.0
feature42113,2.0
feature42114,7.0
feature42115,33.0
feature42116,3.0
feature42117,5.0
feature42118,3.0
feature42119,2.0
feature42120,5.0
feature42121,3.0
feature42122,3.0
feature42123,4.0
feature42124,5.0
feature42125,10.0
feature42126,3.0
feature42127,6.0
feature42128,48.0
feature42129,7.0
feature42130,58.0
feature42131,3.0
feature42132,10.0
feature42133,10.0
feature42134,3.0
feature42135,49.0
feature42136,2.0
feature42137,195.0
feature42138,5.0
feature42139,10.0
feature42140,4.0
feature42141,5.0
feature42142,12.0
feature42143,4.0
feature42144,6.0
feature42145,4.0
feature42146,14.0
feature42147,3.0
feature42148,16.0
feature42149,4.0
feature42150,3.0
feature42151,119.0
feature42152,5.0
feature42153,404.0
feature42154,4.0
feature42155,6.0
feature42156,3.0
feature42157,2.0
feature42158,225.0
feature42159,2.0
feature42160,6.0
feature42161,18.0
feature42162,4.0
feature42163,5.0
feature42164,14.0
feature42165,24.0
feature42166,2.0
feature42167,6.0
feature42168,26.0
feature42169,3.0
feature42170,4.0
feature42171,5.0
feature42172,4.0
feature42173,12.0
feature42174,37.0
feature42175,4.0
feature42176,4.0
feature42177,3.0
feature42178,10.0
feature42179,2.0
feature42180,5.0
feature42181,704.0
feature42182,4.0
feature42183,45.0
feature42184,12.0
feature42185,20.0
feature42186,12.0
feature42187,3.0
feature42188,4837.0
feature42189,3.0
feature42190,3.0
feature42191,9.0
feature42192,81.0
feature42193,30.0
feature42194,47.0
feature42195,7.0
feature42196,42.0
feature42197,6.0
feature42198,4.0
feature42199,4.0
feature42200,128.0
feature42201,17.0
feature42202,126.0
feature42203,659.0
feature42204,24.0
feature42205,4.0
feature42206,5.0
feature42207,5.0
feature42208,4.0
feature42209,9.0
feature42210,3.0
feature42211,3.0
feature42212,3.0
feature42213,3.0
feature42214,2.0
feature42215,4.0
feature42216,2.0
feature42217,5.0
feature42218,6.0
feature42219,11.0
feature42220,3.0
feature42221,2.0
feature42222,3.0
feature42223,3.0
feature42224,4.0
feature42225,142.0
feature42226,8.0
feature42227,18.0
feature42228,5.0
feature42229,666.0
feature42230,15.0
feature42231,35.0
feature42232,31.0
feature42233,17.0
feature42234,6.0
feature42235,2.0
feature42236,6.0
feature42237,3.0
feature42238,2.0
feature42239,2.0
feature42240,3.0
feature42241,1120.0
feature42242,3.0
feature42243,10.0
feature42244,12.0
feature42245,7.0
feature42246,18.0
feature42247,2.0
feature42248,3.0
feature42249,35.0
feature42250,39.0
feature42251,5.0
feature42252,3.0
feature42253,7.0
feature42254,345.0
feature42255,12.0
feature42256,4.0
feature42257,6.0
feature42258,10.0
feature42259,6.0
feature42260,176.0
feature42261,3.0
feature42262,3.0
feature42263,3.0
feature42264,21.0
feature42265,3.0
feature42266,3.0
feature42267,3.0
feature42268,2.0
feature42269,9.0
feature42270,2.0
feature42271,24.0
feature42272,3.0
feature42273,73.0
feature42274,2.0
feature42275,59.0
feature42276,11.0
feature42277,3.0
feature42278,6.0
feature42279,3.0
feature42280,4.0
feature42281,2.0
feature42282,7.0
feature42283,6.0
feature42284,3.0
feature42285,8.0
feature42286,5.0
feature42287,3.0
feature42288,7.0
feature42289,2.0
feature42290,4.0
feature42291,8.0
feature42292,81.0
feature42293,2.0
feature42294,2.0
feature42295,5.0
feature42296,9.0
feature42297,2.0
feature42298,8.0
feature42299,8.0
feature42300,33.0
feature42301,2.0
feature42302,2.0
feature42303,5.0
feature42304,7.0
feature42305,7.0
feature42306,29.0
feature42307,6.0
feature42308,4.0
feature42309,16.0
feature42310,87.0
feature42311,5.0
feature42312,3.0
feature42313,2.0
feature42314,9.0
feature42315,2.0
feature42316,56.0
feature42317,2.0
feature42318,2.0
feature42319,8.0
feature42320,20.0
feature42321,14.0
feature42322,7.0
feature42323,2.0
feature42324,13.0
feature42325,5.0
feature42326,3.0
feature42327,5.0
feature42328,2.0
feature42329,2.0
feature42330,214.0
feature42331,58.0
feature42332,7.0
feature42333,6.0
feature42334,5.0
feature42335,30.0
feature42336,104.0
feature42337,331.0
feature42338,2.0
feature42339,2.0
feature42340,947.0
feature42341,12.0
feature42342,4.0
feature42343,944.0
feature42344,4.0
feature42345,56.0
feature42346,13.0
feature42347,4.0
feature42348,3.0
feature42349,2.0
feature42350,2.0
feature42351,3.0
feature42352,11.0
feature42353,4.0
feature42354,3.0
feature42355,30.0
feature42356,171.0
feature42357,8.0
feature42358,4.0
feature42359,12.0
feature42360,3.0
feature42361,134.0
feature42362,5.0
feature42363,98.0
feature42364,3.0
feature42365,2.0
feature42366,3.0
feature42367,2.0
feature42368,2.0
feature42369,17.0
feature42370,3.0
feature42371,27.0
feature42372,9.0
feature42373,9.0
feature42374,4.0
feature42375,3.0
feature42376,3.0
feature42377,6.0
feature42378,6.0
feature42379,19.0
feature42380,12.0
feature42381,439.0
feature42382,2.0
feature42383,34.0
feature42384,3.0
feature42385,4.0
feature42386,6.0
feature42387,2.0
feature42388,9.0
feature42389,6.0
feature42390,10.0
feature42391,3.0
feature42392,10.0
feature42393,6.0
feature42394,4.0
feature42395,4.0
feature42396,3.0
feature42397,3.0
feature42398,80.0
feature42399,4.0
feature42400,3.0
feature42401,7.0
feature42402,16.0
feature42403,3.0
feature42404,15.0
feature42405,47.0
feature42406,5.0
feature42407,26.0
feature42408,18.0
feature42409,3.0
feature42410,38.0
feature42411,4.0
feature42412,10.0
feature42413,3.0
feature42414,2.0
feature42415,3.0
feature42416,3.0
feature42417,4.0
feature42418,17.0
feature42419,4.0
feature42420,61.0
feature42421,2.0
feature42422,3.0
feature42423,2.0
feature42424,43.0
feature42425,6.0
feature42426,70.0
feature42427,118.0
feature42428,2.0
feature42429,5.0
feature42430,2.0
feature42431,4.0
feature42432,26.0
feature42433,3.0
feature42434,4.0
feature42435,22.0
feature42436,6.0
feature42437,3.0
feature42438,4.0
feature42439,3.0
feature42440,36.0
feature42441,168.0
feature42442,242.0
feature42443,44.0
feature42444,2.0
feature42445,10.0
feature42446,3.0
feature42447,25.0
feature42448,3.0
feature42449,5.0
feature42450,133.0
feature42451,16.0
feature42452,3.0
feature42453,3.0
feature42454,18.0
feature42455,4.0
feature42456,9.0
feature42457,32.0
feature42458,8.0
feature42459,8.0
feature42460,11.0
feature42461,4.0
feature42462,7.0
feature42463,10.0
feature42464,8.0
feature42465,68.0
feature42466,7.0
feature42467,45.0
feature42468,5.0
feature42469,23.0
feature42470,71.0
feature42471,3.0
feature42472,3.0
feature42473,8.0
feature42474,16.0
feature42475,3.0
feature42476,24.0
feature42477,3.0
feature42478,6.0
feature42479,9.0
feature42480,5.0
feature42481,7.0
feature42482,2.0
feature42483,5.0
feature42484,55.0
feature42485,2.0
feature42486,12.0
feature42487,8.0
feature42488,2.0
feature42489,7.0
feature42490,2616.0
feature42491,12.0
feature42492,2.0
feature42493,7.0
feature42494,5.0
feature42495,7.0
feature42496,4.0
feature42497,38.0
feature42498,22.0
feature42499,8.0
feature42500,172.0
feature42501,2.0
feature42502,4.0
feature42503,4.0
feature42504,25.0
feature42505,4.0
feature42506,10.0
feature42507,58.0
feature42508,4.0
feature42509,2.0
feature42510,3.0
feature42511,5.0
feature42512,13.0
feature42513,145.0
feature42514,43.0
feature42515,5.0
feature42516,38.0
feature42517,3.0
feature42518,4.0
feature42519,5.0
feature42520,2.0
feature42521,12.0
feature42522,4.0
feature42523,3.0
feature42524,4.0
feature42525,2.0
feature42526,5.0
feature42527,9.0
feature42528,5.0
feature42529,83.0
feature42530,2.0
feature42531,3.0
feature42532,3.0
feature42533,8.0
feature42534,92.0
feature42535,6.0
feature42536,5.0
feature42537,2.0
feature42538,381.0
feature42539,6.0
feature42540,37.0
feature42541,4.0
feature42542,10.0
feature42543,33.0
feature42544,2.0
feature42545,4709.0
feature42546,52.0
feature42547,38.0
feature42548,3.0
feature42549,3.0
feature42550,4.0
feature42551,36.0
feature42552,2.0
feature42553,636.0
feature42554,6.0
feature42555,2.0
feature42556,3.0
feature42557,6.0
feature42558,2.0
feature42559,10.0
feature42560,4.0
feature42561,3.0
feature42562,2.0
feature42563,12.0
feature42564,25.0
feature42565,3.0
feature42566,3.0
feature42567,2.0
feature42568,22.0
feature42569,8.0
feature42570,14.0
feature42571,32.0
feature42572,2.0
feature42573,3.0
feature42574,4.0
feature42575,28.0
feature42576,11.0
feature42577,5.0
feature42578,5.0
feature42579,2.0
feature42580,4.0
feature42581,19.0
feature42582,16.0
feature42583,22.0
feature42584,77.0
feature42585,24611.0
feature42586,15.0
feature42587,38.0
feature42588,3.0
feature42589,9.0
feature42590,2.0
feature42591,3.0
feature42592,18.0
feature42593,31.0
feature42594,16.0
feature42595,38.0
feature42596,3.0
feature42597,7.0
feature42598,82.0
feature42599,4.0
feature42600,30.0
feature42601,4.0
feature42602,4.0
feature42603,8.0
feature42604,9.0
feature42605,88.0
feature42606,8.0
feature42607,73.0
feature42608,39.0
feature42609,529.0
feature42610,44.0
feature42611,4.0
feature42612,4.0
feature42613,10.0
feature42614,36.0
feature42615,2.0
feature42616,3.0
feature42617,80.0
feature42618,2.0
feature42619,15.0
feature42620,3.0
feature42621,798.0
feature42622,13.0
feature42623,3.0
feature42624,6.0
feature42625,2.0
feature42626,6.0
feature42627,6.0
feature42628,9.0
feature42629,3.0
feature42630,4.0
feature42631,80.0
feature42632,25.0
feature42633,2.0
feature42634,4.0
feature42635,19.0
feature42636,22.0
feature42637,18.0
feature42638,18.0
feature42639,76.0
feature42640,61.0
feature42641,47.0
feature42642,6.0
feature42643,38.0
feature42644,9.0
feature42645,3.0
feature42646,18.0
feature42647,177.0
feature42648,39.0
feature42649,2.0
feature42650,8.0
feature42651,4.0
feature42652,7.0
feature42653,3.0
feature42654,2.0
feature42655,21.0
feature42656,5.0
feature42657,23.0
feature42658,4.0
feature42659,24.0
feature42660,2.0
feature42661,24.0
feature42662,2.0
feature42663,6.0
feature42664,17.0
feature42665,8.0
feature42666,9961.0
feature42667,6.0
feature42668,252.0
feature42669,8.0
feature42670,2.0
feature42671,7.0
feature42672,5.0
feature42673,10.0
feature42674,4.0
feature42675,7.0
feature42676,255.0
feature42677,10.0
feature42678,3.0
feature42679,21.0
feature42680,3.0
feature42681,8.0
feature42682,2.0
feature42683,4.0
feature42684,9.0
feature42685,3.0
feature42686,68.0
feature42687,2.0
feature42688,79.0
feature42689,2.0
feature42690,33.0
feature42691,162.0
feature42692,4.0
feature42693,8.0
feature42694,3.0
feature42695,4.0
feature42696,6.0
feature42697,4.0
feature42698,42.0
feature42699,6.0
feature42700,4.0
feature42701,41.0
feature42702,17.0
feature42703,236.0
feature42704,3.0
feature42705,4.0
feature42706,5.0
feature42707,2.0
feature42708,18.0
feature42709,4.0
feature42710,6.0
feature42711,3.0
feature42712,78.0
feature42713,8.0
feature42714,24.0
feature42715,5.0
feature42716,8.0
feature42717,2.0
feature42718,226.0
feature42719,3.0
feature42720,2.0
feature42721,81.0
feature42722,18.0
feature42723,34.0
feature42724,5.0
feature42725,8.0
feature42726,28.0
feature42727,4.0
feature42728,22.0
feature42729,5.0
feature42730,26.0
feature42731,6.0
feature42732,34.0
feature42733,2.0
feature42734,48.0
feature42735,30.0
feature42736,3.0
feature42737,2.0
feature42738,38.0
feature42739,22.0
feature42740,2.0
feature42741,13.0
feature42742,12.0
feature42743,7.0
feature42744,3.0
feature42745,2.0
feature42746,2.0
feature42747,30.0
feature42748,17.0
feature42749,6.0
feature42750,4.0
feature42751,4.0
feature42752,4.0
feature42753,12.0
feature42754,17.0
feature42755,22.0
feature42756,4.0
feature42757,22.0
feature42758,69.0
feature42759,2.0
feature42760,2.0
feature42761,5.0
feature42762,3.0
feature42763,38.0
feature42764,2.0
feature42765,35.0
feature42766,2.0
feature42767,36.0
feature42768,8.0
feature42769,34.0
feature42770,214.0
feature42771,3.0
feature42772,4.0
feature42773,421.0
feature42774,25.0
feature42775,3.0
feature42776,2.0
feature42777,4.0
feature42778,93.0
feature42779,137.0
feature42780,13792.0
feature42781,2.0
feature42782,3.0
feature42783,40.0
feature42784,2.0
feature42785,12.0
feature42786,12.0
feature42787,7.0
feature42788,69.0
feature42789,2.0
feature42790,9.0
feature42791,8.0
feature42792,6.0
feature42793,8.0
feature42794,5.0
feature42795,6.0
feature42796,6.0
feature42797,4.0
feature42798,2.0
feature42799,22.0
feature42800,4.0
feature42801,5.0
feature42802,14.0
feature42803,4.0
feature42804,6.0
feature42805,3.0
feature42806,3.0
feature42807,6.0
feature42808,2.0
feature42809,3.0
feature42810,2.0
feature42811,2.0
feature42812,4.0
feature42813,4.0
feature42814,12.0
feature42815,3.0
feature42816,26.0
feature42817,23.0
feature42818,38.0
feature42819,8.0
feature42820,3.0
feature42821,25.0
feature42822,2.0
feature42823,93.0
feature42824,29.0
feature42825,46.0
feature42826,6.0
feature42827,6.0
feature42828,6.0
feature42829,14.0
feature42830,8.0
feature42831,4.0
feature42832,5.0
feature42833,27.0
feature42834,2.0
feature42835,38.0
feature42836,3.0
feature42837,4.0
feature42838,4.0
feature42839,12.0
feature42840,9.0
feature42841,44.0
feature42842,7.0
feature42843,6.0
feature42844,4.0
feature42845,4.0
feature42846,4.0
feature42847,4.0
feature42848,2.0
feature42849,5.0
feature42850,126.0
feature42851,5.0
feature42852,2.0
feature42853,22.0
feature42854,12.0
feature42855,13.0
feature42856,4.0
feature42857,8.0
feature42858,3.0
feature42859,3.0
feature42860,5.0
feature42861,13.0
feature42862,4.0
feature42863,3.0
feature42864,2.0
feature42865,16.0
feature42866,3.0
feature42867,3.0
feature42868,15.0
feature42869,2.0
feature42870,9.0
feature42871,106.0
feature42872,5.0
feature42873,20.0
feature42874,14.0
feature42875,236.0
feature42876,2.0
feature42877,64.0
feature42878,25.0
feature42879,21.0
feature42880,13.0
feature42881,2.0
feature42882,6.0
feature42883,3.0
feature42884,13.0
feature42885,3.0
feature42886,6.0
feature42887,21.0
feature42888,23.0
feature42889,4.0
feature42890,160.0
feature42891,2.0
feature42892,2.0
feature42893,2.0
feature42894,3.0
feature42895,6.0
feature42896,2.0
feature42897,5.0
feature42898,14.0
feature42899,32.0
feature42900,4.0
feature42901,12.0
feature42902,5.0
feature42903,2.0
feature42904,3.0
feature42905,3.0
feature42906,4.0
feature42907,7.0
feature42908,41.0
feature42909,8.0
feature42910,5.0
feature42911,6.0
feature42912,4.0
feature42913,2.0
feature42914,3.0
feature42915,29.0
feature42916,533.0
feature42917,19.0
feature42918,3.0
feature42919,4.0
feature42920,3.0
feature42921,8.0
feature42922,10.0
feature42923,3.0
feature42924,9.0
feature42925,25.0
feature42926,2.0
feature42927,53.0
feature42928,4.0
feature42929,3.0
feature42930,4.0
feature42931,10.0
feature42932,3.0
feature42933,14.0
feature42934,12.0
feature42935,228.0
feature42936,3.0
feature42937,5.0
feature42938,18.0
feature42939,6.0
feature42940,3.0
feature42941,6.0
feature42942,6.0
feature42943,74.0
feature42944,5.0
feature42945,12.0
feature42946,7.0
feature42947,3.0
feature42948,6.0
feature42949,247.0
feature42950,3.0
feature42951,4.0
feature42952,6.0
feature42953,10.0
feature42954,3.0
feature42955,61.0
feature42956,3.0
feature42957,228.0
feature42958,7.0
feature42959,12.0
feature42960,17.0
feature42961,4.0
feature42962,2.0
feature42963,96.0
feature42964,2900.0
feature42965,9.0
feature42966,2.0
feature42967,23.0
feature42968,10.0
feature42969,2.0
feature42970,2.0
feature42971,8.0
feature42972,17.0
feature42973,3.0
feature42974,10.0
feature42975,40.0
feature42976,32.0
feature42977,21.0
feature42978,4.0
feature42979,5.0
feature42980,22.0
feature42981,65.0
feature42982,2.0
feature42983,35.0
feature42984,3.0
feature42985,4.0
feature42986,2.0
feature42987,4.0
feature42988,22.0
feature42989,28.0
feature42990,5.0
feature42991,14.0
feature42992,30.0
feature42993,7.0
feature42994,1166.0
feature42995,7.0
feature42996,10.0
feature42997,4.0
feature42998,43.0
feature42999,2.0
feature43000,49.0
feature43001,26.0
feature43002,7.0
feature43003,10.0
feature43004,8.0
feature43005,1292.0
feature43006,2.0
feature43007,4.0
feature43008,12.0
feature43009,68.0
feature43010,6.0
feature43011,6.0
feature43012,8.0
feature43013,16.0
feature43014,14.0
feature43015,3.0
feature43016,48.0
feature43017,3.0
feature43018,18.0
feature43019,8.0
feature43020,3.0
feature43021,80.0
feature43022,3.0
feature43023,4.0
feature43024,6.0
feature43025,36.0
feature43026,44.0
feature43027,32.0
feature43028,4.0
feature43029,20.0
feature43030,2.0
feature43031,5.0
feature43032,14.0
feature43033,5.0
feature43034,3.0
feature43035,3.0
feature43036,10.0
feature43037,2.0
feature43038,4.0
feature43039,60.0
feature43040,7.0
feature43041,3.0
feature43042,2.0
feature43043,6.0
feature43044,59.0
feature43045,38.0
feature43046,2.0
feature43047,15.0
feature43048,13.0
feature43049,12.0
feature43050,3.0
feature43051,145.0
feature43052,4.0
feature43053,2.0
feature43054,16.0
feature43055,3.0
feature43056,14.0
feature43057,16.0
feature43058,47.0
feature43059,111.0
feature43060,58.0
feature43061,2.0
feature43062,10.0
feature43063,4.0
feature43064,2.0
feature43065,15.0
feature43066,3.0
feature43067,8.0
feature43068,4.0
feature43069,2.0
feature43070,3.0
feature43071,32.0
feature43072,5.0
feature43073,5.0
feature43074,9.0
feature43075,20.0
feature43076,14.0
feature43077,8.0
feature43078,35.0
feature43079,76.0
feature43080,3.0
feature43081,3.0
feature43082,33.0
feature43083,4.0
feature43084,9.0
feature43085,6.0
feature43086,4.0
feature43087,7.0
feature43088,5.0
feature43089,2.0
feature43090,2.0
feature43091,3.0
feature43092,5.0
feature43093,38.0
